0.0026078117	-0.043753475	0.023973616	-0.011539778	-0.051617876	-0.006539247	0.13752523	0.046561997	0.023078917	-0.023636863	-0.06797696	0.0076293163	-0.03080423	-0.04271415	0.040307082	-0.04202306
-0.009335193	-0.07157174	-0.032891285	-0.009999272	-0.115727365	0.053374663	0.10031344	0.011572368	0.037339207	-0.0027108688	-0.041421104	0.0050381348	0.024787452	0.011050041	-0.027040966	-0.07335976
-0.05919522	-0.10104461	-0.034525804	0.03917453	-0.13439895	0.040445045	0.08035423	0.011937676	0.023567336	0.058878727	-0.08485552	0.081496574	0.03276148	-0.066883855	-0.0071550338	-0.024481328
-0.034817215	0.025832335	0.024068192	0.017851463	-0.06494113	0.05091476	0.14685011	-0.0076522245	0.08705932	-0.005082773	-0.04517593	0.11397795	-0.010636592	-0.043629505	0.0382551	-0.04487044
-0.038180027	-0.03786326	-0.0006702398	0.043499406	-0.1388395	-0.081458695	-0.014503774	0.08420197	0.060026985	-0.04647028	-0.04904588	0.002410968	0.0015279697	-0.027026827	0.034146316	-0.05757808
-0.02579386	0.025786163	-0.077149734	-0.015470389	-0.089438304	0.021623274	0.14485309	0.04908813	0.034572553	0.024992734	-0.037288554	-0.006381097	-0.0036882355	0.040460654	-0.035054535	-0.020218305
0.011633006	-0.13241342	0.023072068	-0.027534774	-0.09400819	0.06538041	0.0094705075	-0.020075861	0.032432772	-0.0070970184	0.021285506	0.03940811	-0.06471912	-0.041219026	-0.065507345	-0.009788616
-0.005760022	0.010939057	-0.015959805	-0.029483523	-0.09990813	0.04345839	0.20178619	0.054577734	0.026292685	-0.03917003	0.00036920508	0.048810937	-0.030592473	-0.021091841	-0.023307528	-0.044313952
0.029452043	-0.037046112	-0.059210174	0.010047357	-0.097791396	0.024020625	0.066649385	-0.001618649	0.02978284	0.038817123	-0.03766595	0.08730295	0.017327406	-0.037242338	0.004428861	-0.07927045
0.004323909	-0.079758376	-0.09360614	0.023111153	-0.03530012	0.021580264	0.07327718	0.0055230153	0.034644067	-0.082831405	-0.0050972574	0.07311378	0.0258669	0.01447444	-0.02258205	-0.01280341
0.009604924	-0.0030330333	-0.021302406	0.0061438023	0.030573994	-0.0007895356	0.039970756	0.030965991	0.1395266	-0.07091186	-0.0041403244	0.036511056	0.033827666	-0.034673657	-0.042064004	0.0067609297
-0.0802831	0.00194518	-0.013530301	-0.012523057	-0.0906252	0.083001845	0.030933928	0.025007294	0.025985789	-0.027905855	-0.01066404	0.098427296	0.02147213	-0.06557019	0.05582223	-0.04390782
-0.010388336	-0.015704753	0.017061759	-0.113770716	0.04150233	-0.036275156	0.17482437	0.021264412	-0.046612598	0.01187218	-0.079204984	0.013110478	0.04766336	-0.005553052	-0.044114966	-0.015469974
-0.026597714	0.054780267	0.07435458	-0.026793107	-0.12847196	0.04777509	-0.0261849	0.01652832	-0.038182937	-0.055907026	0.049532764	0.049526293	0.003534872	-0.06827408	-0.016266653	-0.05069759
-0.014441539	-0.08308391	0.03812152	-0.052403823	-0.12672709	0.0126814	0.12063166	-0.07826422	0.07778723	0.10138409	-0.0525387	0.014753053	-0.07115372	0.0046718493	-0.05179344	0.0010571727
-0.15766166	0.025551744	0.08823082	-0.01207174	0.0057231477	0.038829684	0.028335897	0.04136143	0.096642174	0.044250235	-0.016796043	0.07098046	-0.007224898	0.0022328189	-0.028375424	-0.04583801
0.011853909	-0.023587901	-0.0043127756	-0.08050981	-0.07929888	-0.009995341	0.114659205	-0.0048733214	-0.030869871	-0.08542165	-0.0081669185	0.057051424	-0.036764547	-0.038504824	-0.012384299	0.017106876
0.0023877735	0.015196458	-0.040419996	-0.06136241	-0.070575014	0.008601846	0.0010046342	-0.016638804	0.012576107	-0.06732711	0.045062542	0.092399836	0.068844706	0.041925553	-0.009271784	-0.098557174
-0.011154837	0.034460824	-0.017565232	0.003952405	-0.041153662	-0.06981127	0.0014154281	-0.004190519	-0.0031516047	-0.038080037	0.044570588	0.09564405	0.10632617	-0.05699978	0.042193737	-0.008380652
-0.055421054	-0.10100445	0.009709464	0.053150322	-0.083675444	-0.02999829	0.10027066	-0.064287566	0.052109122	-0.009087711	-0.054617506	-0.025364798	0.10561372	-0.06212619	-0.0013922057	-0.08710192
0.04878407	0.02119851	-0.040693227	-0.030408122	-0.03505863	0.10371345	0.06426173	0.015809232	0.04530489	0.03040073	-0.057976164	-0.020374035	0.057316728	-0.010781663	-0.07060382	-0.10386448
0.04182822	0.07542008	0.11833974	-0.006179592	0.018160088	0.08794224	-0.06356136	0.072534576	0.09203843	0.06102893	0.008054105	0.044799555	0.035777654	7.513571e-05	0.06047359	-0.1127258
-0.06382619	-0.046522927	-0.059113797	0.06591704	0.0016737847	-0.008946769	0.13418163	-0.059183925	0.07640386	-0.105251975	-0.09760617	0.08028689	-0.007352889	-0.040630054	-0.05539903	0.08391445
0.07184621	0.023837972	-0.051421426	0.0104796495	-0.15606138	0.1824703	0.026725354	-0.015500154	-0.027931932	-0.00888664	-0.014558861	0.0217526	0.023807127	-0.03036807	0.0031745567	-0.015947336
0.1443325	-0.084918566	-0.08711772	0.059090454	-0.1552341	-0.03301434	0.128763	0.006626705	0.08966791	-0.12758696	-0.037339002	0.0327394	-0.019039162	0.002360065	0.08016533	-0.053528488
-0.0055864113	-0.04294617	0.034195818	-0.025001252	-0.16213885	0.115850724	-0.05306886	0.03054966	0.00892061	0.04527465	0.021053249	-0.02905942	-0.07144134	-0.0218628	0.012408575	-0.039716672
0.037236243	0.031805616	-0.039959904	-0.009135276	0.013009165	-0.077520266	0.14643191	0.052631985	0.0975131	-0.033228874	0.009615899	0.035495494	-0.0029711702	0.08448152	-0.028541433	-0.00034882297
